AMTRAK,IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,CASINJRR,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,STATION,COUNTY,STATE,REGION,DUMMY2,CITY,HIGHWAY,VEHSPD,TYPVEH,VEHDIR,POSITION,RREQUIP,RRCAR,TYPACC,HAZARD,TEMP,VISIBLTY,WEATHER,TYPEQ,TYPTRK,TRKNAME,TRKCLAS,NBRLOCOS,NBRCARS,TRNSPD,TYPSPD,TRNDIR,SIGNAL,LOCWARN,WARNSIG,LIGHTS,STANDVEH,TRAIN2,MOTORIST,VIEW,VEHDMG,DRIVER,INVEH,TOTKLD,TOTINJ,TOTOCC,INCDRPT,JOINTCD,TYPRR,DUMMY3,CASKLDRR,DUMMY4,CROSSING,NARRLEN,DUMMY5,YEAR4,DIVISION,PUBLIC,CNTYCD,STCNTY,HZMRLSED,HZMNAME,HZMQNTY,HZMMEAS,SIGWARNX,WHISBAN,DRIVAGE,DRIVGEN,PLEONTRN,SSB1,SSB2,USERKLD,USERINJ,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,NARR1,NARR2,NARR3,NARR4,NARR5,combtxt,SUBDIV,ROADCOND,VIDEOT,VIDEOU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409LV015,,,,,9,4,KCS,XXX,,0,329480C,9,4,22,12,30,PM,BEAUMONT,JEFFERSON,48,5,,BEAUMONT,NECHES STREET,2,A,1,3,3,23,2,2,82,2,1,1,1,NO. 2 MAIN,3,3,103,,R,3,1,1,,2,2,2,2,8,150,3,1,0,0,1,2,1,1L,,0,,102030607,0,,2009,LIVONIA SU,Y,245,48C245,4,,,,,2,30,2,2,,,0,0,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409LV017,,,,,9,4,UP,0409LV017,,0,432872H,9,4,25,4,30,PM,LAKE CHARLES,CALCASIEU,22,5,,LAKE CHARLES,LA 14,5,E,1,3,1,1,1,4,78,2,1,7,4,LAKE CHARLES IND LD,1,1,15,7,E,4,1,1,,2,2,2,2,8,8000,3,1,0,0,6,2,1,1L,,0,,2030607,0,,2009,LIVONIA SU,Y,19,22C019,4,,,,,2,20,2,3,,,0,0,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409NP007,,,,,9,4,UP,0409NP007,,0,817835X,9,4,12,6,0,PM,SIDNEY,CHEYENNE,31,6,,,PRIVATE,3,A,1,3,1,1,1,2,41,2,3,1,1,NO. 1 MAIN,5,6,44,50,R,4,,1,,2,2,1,2,3,5000,1,1,1,0,1,2,1,1L,,1,,807,0,,2009,NORTH PLATTE SU,N,33,31C033,4,,,,,2,17,2,2,,,1,0,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409PR016,,,,,9,4,UP,0409PR016,,0,840131W,9,4,11,11,15,PM,OAK81SST,COOK,17,4,,CHICAGO,111TH STREET,0,A,3,2,1,1,1,4,35,4,1,1,1,NO. 2 MAIN,6,2,94,37,E,1,1,1,,1,2,2,5,8,1000,3,2,0,0,0,2,1,1L,,0,,102030607,63,,2009,CHICAGO SU,Y,31,17C031,4,,,,,2,30,1,2,,,0,0,0,0,0,0,DRIVER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED);,,,,,DRIVER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED);    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409RS001,,,,,9,4,UP,0409RS001,,0,757262A,9,4,4,8,16,PM,DELANO,KERN,6,7,,DELANO,GRACES HIGHWAY,2,J,3,3,1,1,1,4,58,4,1,1,1,SINGLE MAIN,4,2,75,57,R,2,1,1,,1,2,2,1,8,1000,1,1,1,0,1,2,1,1L,,1,,1030607,0,,2009,ROSEVILLE SU,Y,29,06C029,4,,,,,2,63,1,2,,,1,0,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,9,4,UP,0409RS021,,,,,9,4,ATK,XXX,,0,754879V,9,4,24,7,30,PM,BURLINGHAME,SAN MATEO,6,7,,BURLINGAME,BROADWAY STREET,0,J,4,2,1,1,1,4,53,3,1,1,1,ATK'S NO. 2 MAIN,5,2,2,50,E,2,1,1,1,1,2,2,5,8,5000,3,2,0,0,0,1,1,1L,,0,,103050607,63,,2009,ROSEVILLE SU,Y,81,06C081,4,,,,,2,40,1,3,,,0,0,0,0,0,0,DRIVER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED);,,,,,DRIVER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED);    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409SA004,,,,,9,4,UP,0409SA004,,0,448968V,9,4,3,12,48,PM,DILLEY,FRIO,48,5,,DILLEY,EJ AVANT MEMORIAL,5,A,3,3,1,1,1,4,85,2,1,1,1,SINGLE MAIN,4,1,49,45,R,2,,1,,2,2,2,3,8,6000,1,1,1,0,1,2,1,1L,,1,,8,0,,2009,SAN ANTONIO SU,N,163,48C163,4,,,,,2,54,2,2,,,1,0,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409SA008,,,,,9,4,UP,0409SA008,,0,742637R,9,4,10,6,15,AM,CIBOLO,GUADALUPE,48,5,,CIBOLO,COUNTRY LANE,0,A,1,1,1,1,1,4,55,4,4,1,1,SINGLE MAIN,5,1,114,64,R,3,1,1,,1,2,2,5,8,10000,1,2,1,0,0,2,1,1L,,1,,1030607,126,,2009,SAN ANTONIO SU,Y,187,48C187,4,,,,,2,74,2,2,,,1,0,0,0,0,0,DRIVER'S ACTION: STOPPED ON CROSSING (BEFORE GATES DESCENDED); PERSON WAS STANDING NEXT TO THEIR VEH,ICLE WHEN IMPACT OCCURRED.,,,,DRIVER'S ACTION: STOPPED ON CROSSING (BEFORE GATES DESCENDED); PERSON WAS STANDING NEXT TO THEIR VEH ICLE WHEN IMPACT OCCURRED.   ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409TC004,,,,,9,4,UP,0409TC004,,0,876356D,9,4,4,3,15,AM,OWATONNA,STEELE,27,4,,OWATONNA,26TH STREET NW,20,D,3,3,1,38,2,2,25,4,2,1,1,SINGLE MAIN,4,2,48,37,R,2,1,1,,2,2,2,1,8,5000,3,1,0,0,1,2,1,1L,,0,,102030607,111,,2009,TWIN CITIES SU,Y,147,27C147,4,,,,,2,28,1,3,,,0,0,0,0,0,0,PICKUP TRUCK STRUCK REAR OF TRAIN AND WAS DRAGGED FOR ABOUT 50 YARDS AND THEN PUSHED AWAY FROM TRAIN,/NO INJURY.,,,,PICKUP TRUCK STRUCK REAR OF TRAIN AND WAS DRAGGED FOR ABOUT 50 YARDS AND THEN PUSHED AWAY FROM TRAIN /NO INJURY.   ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409TC007,,,,,9,4,FRT,XXX,,0,192851A,9,4,20,12,10,PM,DES MOINES,POLK,19,6,,DES MOINES,NW HOFFMAN LN,5,D,4,3,B,1,1,4,55,2,2,7,4,TRACK 840,1,2,5,4,E,1,,1,,2,2,2,2,8,4000,3,1,0,0,2,2,1,1L,,0,,710,48,,2009,TWIN CITEIS SU,Y,153,19C153,4,,,,,2,19,1,2,,,0,0,0,0,0,0,"DRIVER'S ACTIONS: STOPPED AND THEN PROCEEDED. ",,,,,"DRIVER'S ACTIONS: STOPPED AND THEN PROCEEDED.     ",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409TC008,,,,,9,4,AGPZ,XXX,,0,922540S,9,4,21,10,30,AM,EAGLE GROVE,WRIGHT,19,6,,EAGLE GROVE,PRIVATE,5,C,1,3,2,1,1,4,50,2,1,7,4,TRACK 120,1,1,4,3,E,4,,1,,2,2,2,3,8,20000,3,1,0,0,1,2,1,1L,,0,,8,0,,2009,TWIN CITIES SU,N,197,19C197,4,,,,,2,27,1,2,,,0,0,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409TS001,,,,,9,4,UP,0409TS001,,0,742067F,9,4,3,2,52,AM,WELLTON,YUMA,4,7,,WELLTON,AVENUE 25 EAST,0,K,1,2,1,1,1,4,70,4,1,1,1,NO. 2 MAIN,4,3,113,54,R,3,1,1,,1,,,,8,0,,,0,0,1,2,1,1L,,0,,1030607,88,,2009,TUCSON SU,Y,27,04C027,4,,,,,2,57,2,2,,,0,0,0,0,0,0,SUICIDE CONFIRMED WELLTON POLICE DEPARTMENT.   NO CORRESPONDING RECORD IN CASUALTY FILE.,,,,,SUICIDE CONFIRMED WELLTON POLICE DEPARTMENT.   NO CORRESPONDING RECORD IN CASUALTY FILE.    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409TS004,,,,,9,4,UP,0409TS004,,0,741452F,9,4,6,10,0,AM,PHOENIX,MARICOPA,4,7,,PHOENIX,I-17 SB FRONTAGE ROA,5,D,2,3,2,1,2,2,75,2,1,7,1,SINGLE MAIN,2,1,3,9,E,3,1,1,,2,2,2,1,8,500,3,1,0,0,1,2,1,1L,,0,,1030607,0,,2009,TUCSON SU,Y,13,04C013,4,,,,,2,52,1,3,,,0,0,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409TS007,,,,,9,4,UP,0409TS007,,0,741448R,9,4,29,6,26,AM,CAMPO,MARICOPA,4,7,,PHOENIX,35TH AVENUE,0,A,1,2,1,1,1,2,80,2,1,1,1,SINGLE MAIN,2,2,19,19,E,4,1,1,,2,2,2,5,8,1000,3,1,0,0,1,2,1,1L,,0,,1020307,58,,2009,TUCSON SU,Y,13,04C013,4,,,,,2,47,2,3,,,0,0,0,0,0,0,DRIVER'S ACTIONS: DROVE AROUND OR THROUGH GATES - STOPPED;,,,,,DRIVER'S ACTIONS: DROVE AROUND OR THROUGH GATES - STOPPED;    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409UT001,,,,,9,4,UP,0409UT001,,0,805689K,9,4,1,2,19,PM,SALT LAKE CITY,SALT LAKE,49,7,,SALT LAKE CITY,300 NORTH,0,J,3,2,1,1,1,4,40,2,1,1,1,NO. 1 MAIN,3,4,104,30,R,3,1,1,,1,2,2,5,8,500,3,2,0,0,0,1,1,1L,,0,,1030607,63,,2009,UTAH SU,Y,35,49C035,4,,,,,1,50,1,3,,,0,0,0,0,0,0,DRIVER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED);,,,,,DRIVER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED);    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UP,0409WH002,,,,,9,4,BNSF,XXX,,0,009286B,9,4,15,7,18,AM,WICHITA,SEDGWICK,20,6,,WICHITA,PAWNEE AVENUE,0,A,3,2,1,1,1,2,50,2,2,1,1,SINGLE MAIN,4,2,59,38,E,4,1,1,1,2,2,2,5,7,2000,3,1,0,0,1,2,1,1L,,0,,103050607,133,,2009,WICHITA SU,Y,173,20C173,4,,,,,2,64,1,3,,,0,0,0,0,0,0,STRUCK REAR PORTION OF AUTOMOBILE/NO INJURY.  VIEW OBSCURED BY: SUN GLARE; DRIVER'S ACTIONS: DROVE A,ROUND OR THROUGH GATES - STOPPED;,,,,STRUCK REAR PORTION OF AUTOMOBILE/NO INJURY.  VIEW OBSCURED BY: SUN GLARE; DRIVER'S ACTIONS: DROVE A ROUND OR THROUGH GATES - STOPPED;   ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,UFRC,41,,,,,9,4,UFRC,41,,0,805664P,9,4,22,4,37,AM,WOODS CROSS,DAVIS,49,7,,NORTH SALT LAKE,MAIN ST/1100WEST,0,A,4,2,1,1,2,4,55,4,1,3,1,SINGLE MAIN TRACK,4,1,3,77,R,1,1,1,2,2,2,2,5,8,6000,3,2,0,0,1,1,1,3,,0,,10306,312,,2009,WARM SPRINGS,Y,11,49C011,4,,,,,1,57,1,6,,,0,0,0,0,0,0,AUTO TRAVELING SE ON MAIN STREET IN NORTH SALT LAKE.  DRIVER ATTEMPTS U-TURN ON MAIN STREET/1100WEST, GRADE CROSSING.  AUTO DRIVES OFF OF GRADE CROSSING PANELS AND BECOMES STUCK AND HIGH CENTERS ON RAI,"L, FOULING FRONTRUNNER MAINLINE.  DRIVER EXITS VEHICLE AND AUTO IS STRUCK BY LOCOMOTIVE OF TRAIN 3 T",RAVELING NB.,,"AUTO TRAVELING SE ON MAIN STREET IN NORTH SALT LAKE.  DRIVER ATTEMPTS U-TURN ON MAIN STREET/1100WEST  GRADE CROSSING.  AUTO DRIVES OFF OF GRADE CROSSING PANELS AND BECOMES STUCK AND HIGH CENTERS ON RAI L, FOULING FRONTRUNNER MAINLINE.  DRIVER EXITS VEHICLE AND AUTO IS STRUCK BY LOCOMOTIVE OF TRAIN 3 T RAVELING NB. ",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,TMBL,04172009A,,,,,9,4,TMBL,04172009A,,0,922997L,9,4,17,7,0,AM,TMBL,PIERCE,53,8,,TACOMA,JESSE ENG. ACCESS RD,0,A,3,2,1,1,1,2,50,1,3,7,1,700,1,1,5,5,E,1,,,,2,2,2,4,8,500,3,1,0,0,1,2,1,3S,,0,,12,241,,2009,SYSTEM,N,53,53C053,4,,,,,2,,1,2,,,0,0,0,0,0,0,LOCOMOTIVE WAS FACING LONG NOSE FORWARD WHICH PUT THE ENGINEER ON THE OPPOSITE SIDE THAT STRUCK THE,CAR.  ENGINEER BLEW THE HORN AND RANG THE BELL.  VEHICLE PULLED TOO CLOSE TO THE RAIL AND WAS STRUCK, BY THE TRAIN AS IT WENT BY THE CROSSING.,,,LOCOMOTIVE WAS FACING LONG NOSE FORWARD WHICH PUT THE ENGINEER ON THE OPPOSITE SIDE THAT STRUCK THE CAR.  ENGINEER BLEW THE HORN AND RANG THE BELL.  VEHICLE PULLED TOO CLOSE TO THE RAIL AND WAS STRUCK  BY THE TRAIN AS IT WENT BY THE CROSSING.  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,CRSH,54368,,,,,9,2,CRSH,54368,,1,586505B,9,2,4,12,40,PM,WINSLOW JCT,CAMDEN,34,1,,WINSLOW,IRON MILL ROAD,50,A,3,3,1,1,2,4,26,2,1,7,1,BEESLEYS POINT SEC.,2,2,42,22,R,2,1,1,2,1,2,2,3,8,12125,2,1,0,1,1,2,1,1L,,0,,30607,26,,2009,S JERSEY,Y,7,34C007,4,,,,,2,31,1,2,,,0,1,0,0,0,0,HIGHWAY USER STRUCK TRAIN.,,,,,HIGHWAY USER STRUCK TRAIN.    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,CRSH,54369,,,,,9,2,CRSH,54369,,0,506988S,9,2,5,11,48,AM,BENTON HARBOR,HUDSON,34,1,,KEARNY,2ND STREET,10,A,4,3,1,1,1,4,21,2,1,7,4,CENTRAL AVE. INDUSTR,1,2,12,5,R,1,,1,2,2,2,2,3,8,20550,3,1,0,0,1,2,1,1L,,0,,7,52,,2009,N JERSEY,Y,17,34C017,4,,,,,2,81,1,2,,,0,0,0,0,0,0,HIGHWAY USER DID NOT STOP AND WAS STRUCK BY A TRAIN.,,,,,HIGHWAY USER DID NOT STOP AND WAS STRUCK BY A TRAIN.    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,3,CRSH,54393,,,,,9,3,CRSH,54393,,0,586469H,9,3,6,1,54,PM,BARRINGTON,CAMDEN,34,1,,BARRINGTON,CLEMENTS BRIDGE ROAD,0,A,3,2,1,1,1,2,48,2,1,1,1,BEESLEYS POINT SECON,2,2,17,25,R,2,1,1,1,1,2,2,4,8,11525,3,1,0,0,1,2,1,1L,,0,,3050607,57,,2009,S JERSEY,Y,7,34C007,4,,,,,2,86,1,3,,,0,0,0,0,0,0,HIGHWAY USER STOPPED ON CROSSING AND WAS STRUCK BY TRAIN.,,,,,HIGHWAY USER STOPPED ON CROSSING AND WAS STRUCK BY TRAIN.    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,3,CRSH,54406,,,,,9,3,CRSH,54406,,0,501047E,9,3,30,5,28,PM,HELMETTA,MIDDLESEX,34,1,,HELMETTA,LAKE AVENUE,5,A,2,3,6,1,1,4,48,2,1,8,1,AMBOY SECONDARY,2,1,0,21,R,4,1,1,2,2,2,2,2,8,6950,3,1,0,0,1,2,1,1L,,0,,30607,26,,2009,N JERSEY,Y,23,34C023,4,,,,,2,21,2,3,,,0,0,0,0,0,0,TRAIN STRUCK HIGHWAY USER.,,,,,TRAIN STRUCK HIGHWAY USER.    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,CRSH,54416,,,,,9,4,CRSH,54416,,0,592905H,9,4,16,10,30,AM,FAIRHILL JCT,PHILADELPHIA,42,2,,PHILADELPHIA,TIOGA STREET,10,A,3,3,4,1,2,4,48,2,1,9,1,PT. RICHMOND I. T.,1,0,1,3,E,3,,,2,2,2,2,3,8,675,3,1,0,0,2,2,1,1L,,0,,12,78,,2009,S JERSEY,Y,101,42C101,4,,,,,2,82,1,2,,,0,0,0,0,0,0,CONRAIL'S CONTRACTOR'S LOG LOADER WAS STRUCK BY HIGHWAY USER.  17.  LOG LOADER,,,,,CONRAIL'S CONTRACTOR'S LOG LOADER WAS STRUCK BY HIGHWAY USER.  17.  LOG LOADER    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,7,SCAX,70109,,,,,9,7,UP,XXX,,0,811479J,9,7,1,5,56,PM,INDUSTRY,LOS ANGELES,6,7,,INDUSTRY,NOGALES STREET,0,A,2,2,1,1,1,4,77,2,1,3,1,MAIN #1,4,2,5,78,R,3,1,1,3,1,2,2,4,8,1200,3,1,0,0,1,2,1,3L,,0,,1,170,,2009,SYSTEM,Y,37,06C037,4,,,,,2,,1,559,,,0,0,0,0,0,0,"TOYOTA STOPPED ON CROSSING AT NOGALES STREET IN CITY OF INDUSTRY, AND WAS STRUCK BY TRAIN 408.  NO I","NJURIES TO DRIVER, PASSENGERS OR CREW.  NOTE: QUES 28 UPDATED 1/25/10.",,,,"TOYOTA STOPPED ON CROSSING AT NOGALES STREET IN CITY OF INDUSTRY, AND WAS STRUCK BY TRAIN 408.  NO I NJURIES TO DRIVER, PASSENGERS OR CREW.  NOTE: QUES 28 UPDATED 1/25/10.   ",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,7,UP,0709CB012,,,,,9,7,UP,0709CB012,,0,816756H,9,7,27,10,6,PM,OMAHA,DOUGLAS,31,6,,OMAHA,20TH STREET,25,E,2,3,B,5,2,4,70,4,1,7,2,TRACK 676,1,2,4,6,R,3,,1,,1,2,2,3,8,1000,3,1,0,0,1,2,1,1L,,0,,710,0,,2009,COUNCIL BLUFFS SU,Y,55,31C055,4,,,,,2,71,1,3,,,0,0,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,7,UP,0709DV002,,,,,9,7,UP,0709DV002,,0,815177V,9,7,2,4,19,PM,PARK,GOVE,20,6,,,54 ROAD,5,J,2,3,1,1,1,4,98,2,1,1,1,SINGLE MAIN,3,3,105,40,R,3,,1,2,2,2,2,3,8,1500,3,1,0,0,1,2,1,1L,,0,,7,48,,2009,DENVER SU,Y,63,20C063,4,,,,,2,43,1,2,,,0,0,0,0,0,0,STRUCK REAR END OF HARVESTER COMBINE/ NO INJURY.,,,,,STRUCK REAR END OF HARVESTER COMBINE/ NO INJURY.    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,7,UP,0709DV012,,,,,9,7,UP,0709DV012,,1,818237M,9,7,13,3,6,PM,CARNEIRO,ELLSWORTH,20,6,,,26TH ROAD,20,J,2,3,1,1,1,2,100,2,1,1,1,SINGLE MAIN,3,2,37,31,R,4,,1,,2,2,2,3,8,1200,2,1,0,1,1,2,1,1L,,0,,7,0,,2009,DENVER SU,Y,53,20C053,4,,,,,2,30,1,3,,,0,1,0,0,0,0,,,,,,    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,7,UP,0709FW001,,,,,9,7,UP,0709FW001,,0,744847M,9,7,1,4,10,AM,BREMOND,ROBERTSON,48,5,,,COUNTY ROAD 274,0,A,4,2,1,1,1,4,78,4,1,1,1,SINGLE MAIN,4,3,131,28,R,2,1,1,,2,2,2,5,8,3000,3,2,0,0,0,2,1,1L,,0,,1030607,63,,2009,FORT WORTH SU,Y,395,48C395,4,,,,,2,,,2,,,0,0,0,0,0,0,DRIVER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED);,,,,,DRIVER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED);    ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,4,SCAX,42209,,,,,9,4,BNSF,XXX,,0,026507V,9,4,22,7,38,AM,LA SIERRA,RIVERSIDE,6,7,,,JACKSON STREET,,K,2,3,1,1,1,4,75,1,1,3,1,MAIN,3,2,3,55,R,3,1,1,,3,,,,3,0,,,1,0,1,2,1,3L,,1,,106,189,,2009,SYSTEM,Y,65,06C065,4,,,,,2,10,1,25,,,1,0,0,0,0,0,PEDESTRIAN INGORNED WARNING OF FRIENDS AND CROSSED DOUBLE TRACKS AT JACKSON STREET AFTER WESTBOUND F,REIGHT PASSED AND WAS STRUCK BY EASTBOUND COMMUTER TRAIN.  NOTE: QUES. 28 UPDATED 1/25/10,,,,PEDESTRIAN INGORNED WARNING OF FRIENDS AND CROSSED DOUBLE TRACKS AT JACKSON STREET AFTER WESTBOUND F REIGHT PASSED AND WAS STRUCK BY EASTBOUND COMMUTER TRAIN.  NOTE: QUES. 28 UPDATED 1/25/10   ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
